anchor,same_period_affil,diff_period_affil,same_period_cos_sim,diff_period_cos_sim
south african national bioinformatics institute,south african national biodiversity institute,,0.8734908103942871,
automated electric drive,electric drive,,0.879643440246582,
bauman kazan state academy of veterinary medicine,kazan state academy of veterinary medicine named after n.e. bauman,,0.9173892736434937,
atomic energy,atomic physics,,0.8888766765594482,
daniels business,zicklin business,,0.7295663356781006,
management academy,academy of management,,0.950869083404541,
royal derby hospital,royal marsden hospital,royal postgraduate medical school,0.85220867395401,0.6705808639526367
teagasc food research centre moorepark,teagasc food research centre ashtown,,0.8295331001281738,
qimr berghofer medical research institute,mater medical research institute,,0.7057411670684814,
dgtu,bgtu,,0.9337483048439026,
synthetic biology and immunology,microbiology and immunology,,0.8512119650840759,
defectology faculty,defectology,,0.7832132577896118,
liver transplant unit,liver transplantation,,0.898730456829071,
"latin american technology, infrastructure and territory ilatt","latin american technology, infrastructure and territory",,0.9896609783172607,
earth & environmental sciences,earth and environmental sciences,,0.9981859922409058,
nishina center for accelerator-based science,high energy accelerator research organization,,0.8035802841186523,
intuit united states,ansys united states,,0.936072587966919,
marine biology,marine environmental biology,,0.9596883654594421,
"state key laboratory of supramolecular structure and materials, chemistry",state key laboratory of supramolecular structure and materials,,0.9777724146842957,
strategic projects,strategic initiatives,,0.9061306715011597,
tropical medicine and infectious diseases,tropical medicine and infectious disease,,0.9971089363098145,
shifa international hospital,shalamar hospital,,0.8142354488372803,
ipd,ip&d,,0.8832113146781921,
russian and east european studies,russian and eurasian studies,,0.9489120244979858,
aircraft design,aircraft engineering,,0.8841795921325684,
mitre corp,mitre corporation,,0.8424270153045654,
machine engineering,machanical engineering,,0.9264054298400879,
clinical physiology and nuclear medicine,clinical medicine - nuclear medicine,,0.9250713586807251,
periodontolgy,periodontology,,0.8593763709068298,
kaluga branch,branch,,0.7260580062866211,
applied electronics & instrumentation,applied electronics and instrumentation,,0.9972562789916992,
rural clinical school,la trobe rural health school,,0.777299165725708,
human nutrition and consumer sciences,food sciences and human nutrition,,0.927118718624115,
"general, inorganic and theoretical chemistry",general and inorganic chemistry,,0.9395178556442261,
bioinformatics core,bioinformatics,biophysics and computational biology,0.9108548164367676,0.7681899070739746
science and industry systems,engineering science and technology,,0.8398035764694214,
educatio,educatin,,0.9607564210891724,
thales group,group,,0.7707492709159851,
national center for physical acoustics,center for hearing research,,0.7279000282287598,
develop,it development,,0.8584926724433899,
graduate program in comparative history,graduate program in history,,0.943534791469574,
architecture et urbanisme,architecture & urbanism,,0.920856237411499,
clinical research and leadership,clinical research and education,,0.8232133388519287,
english philology and translation studies,english philology and translation,,0.9633539915084839,
american physics,modern physics,,0.7449276447296143,
ppgd,ppgdh,,0.9329831004142761,
laboratory of cell biology,laboratory of cell biophysics,,0.9735067486763,
pharmaceutical candidate optimization,pharmaceutical development,,0.7739344835281372,
dill,plant health,,0.688169002532959,
paul baerwald social work and social welfare,social work and social welfare,,0.7255310416221619,
experimental nuclear physics,experimental nuclear physics and cosmophysics,,0.9445925951004028,
paleobotany,paleobiology,,0.9059330224990845,
spcts,crct,,0.8289770483970642,
risk and actuarial studies,risk analysis,,0.8478100895881653,
botany & plant pathology,botany and plant pathology,,0.9964733123779297,
data sciences platform,data science platform,,0.9863319396972656,
teaching body expression,educaction,,0.7427816390991211,
family and consumer studies,family and consumer science,,0.8680951595306396,
life sciences and chemistry,life sciences & chemistry,,0.9964809417724609,
scandinavian,scandinavian languages,,0.9081846475601196,
theoretical physics group,theoretical astrophysics group,,0.9003140330314636,
music performance,music,,0.91274094581604,
laboratory of clinical immunology,laboratory of immunology,,0.9841370582580566,
educational academic social sciences,educational academic human sciences,,0.9675723910331726,
radio astronomy division,radio astronomy,,0.90113365650177,
turkish aerospace industries turkey,turkish airlines,,0.8421571254730225,
materials science and manufacturing,materials science and technology,,0.9466250538825989,
vetrinary medicine,veterinary medicine,,0.966278076171875,
medical genetics unit,medical genetics department,,0.9243592023849487,
human anatomy and psychobiology,human anatomy and physiology,,0.8845421075820923,
scientific research unit,research unit,,0.9478334188461304,
environment,environmental,,0.971844494342804,
guidance and counseling,guidance & counseling,,0.9970692992210388,
industrial technical education,industrial technology education,,0.9763049483299255,
international studies,global and international studies,,0.9483553171157837,
"gastroenterology, hepatology, infectious diseases and endocrinology","gastroenterology, hepatology and endocrinology",,0.9803534150123596,
international paraíba,fatec carapicuíba,,0.7479780316352844,
"instituto federal de educação, ciência e tecnologia da bahia, ministério da educação","instituto federal de educação, ciência e tecnologia da bahia",,0.9640651345252991,
family agriculture,amazon family farms,,0.8495579957962036,
shanghai mental health center,shanghai public health clinical center,,0.8517080545425415,
language training,language teaching,,0.9181005954742432,
school unit,teaching unit,,0.8638880848884583,
mechanical and automotive,mechanical and automotive engineering,,0.9242228269577026,
iii health,ii health,,0.9496766328811646,
institutional research office,research office,,0.9175846576690674,
"computer science, engineering and mathematics","computing, engineering and mathematics",,0.9685015678405762,
utpl,utp,,0.8435739278793335,
national biotechnology development agency,national pharmaceutical research and development,,0.778791069984436,
norwegian international affairs,norwegian economics,,0.807923436164856,
mathematics department pure and applied,pure and applied mathematics,,0.906480073928833,
dermatology service,dermatologia service,,0.9753040671348572,
instituto superior de contabilidade e administração,instituto superior de contabilidade e administração de coimbra,,0.9485548138618469,
bachelor in medicine and surgery,bachelor of medicine and surgery,,0.9775338172912598,
institutes of physical science and information technology,physical science and information technology,,0.8885652422904968,
center for east asian studies,centre for east asian studies,centre for russian and east european studies,0.9817279577255249,0.7108145952224731
maurer law,moritz law,,0.7856862545013428,
