DepartmentName,Field,Area,Umbrella,is_STEM
"Nutrition Science, Department of",Nutrition Sciences,Health,Health,False
"Sociology and Criminal Justice, Department of",Sociology,Sociology,Social Sciences,False
"Sociology and Criminal Justice, Department of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Educational Leadership, Evaluation, and Organizational Development, Department of",,Education,Education,False
"Educational Leadership, Evaluation, and Organizational Development, Department of",Education Administration,Education,Education,False
"Human Resource Development, Department of",,Business,Business,False
"Curriculum and Instruction, Department of",Education Administration,Education,Education,False
"Geological Sciences, Department of",Geology,Earth Sciences,Natural Sciences,True
"Geosciences, Department of",Geology,Earth Sciences,Natural Sciences,True
"Earth and Atmospheric Sciences, Department of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Earth and Atmospheric Sciences, Department of",Geology,Earth Sciences,Natural Sciences,True
"Criminal Justice and Criminology, Department of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Criminal Justice, School of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Criminology and Criminal Justice, School of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Cinematic Arts, Department of",Comparative Literature,"Language, Literature, Culture",Humanities,False
"Geography and Development, School of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Geography and Development, School of",Geography,Geography,Social Sciences,False
"Arid Lands Resource Sciences, GIDP",Natural Resources,Earth Sciences,Natural Sciences,True
"Earth, Environmental, and Marine Sciences, School of",Geology,Earth Sciences,Natural Sciences,True
"Earth, Environmental, and Marine Sciences, School of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Earth, Environmental, and Marine Sciences, School of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"American Culture, Department of",,"Language, Literature, Culture",Humanities,False
"Africana Studies, Department of",,"Language, Literature, Culture",Humanities,False
"Theatre, Drama and Contemporary Dance, Department of","Theatre Literature, History and Criticism","Language, Literature, Culture",Humanities,False
"Romance Languages, Department of",,"Language, Literature, Culture",Humanities,False
"Second Language Studies, Department of",Linguistics,Linguistics,Humanities,False
"Teaching and Learning, School of",Curriculum and Instruction,Education,Education,False
"Religion and Culture, Department of",Religious Studies,Theology and Religion,Humanities,False
"Speech and Hearing Sciences, Department of",Communication Disorders and Sciences,Health,Health,False
"Speech and Hearing Sciences, Department of",Speech and Hearing Sciences,Health,Health,False
"Speech and Hearing Science, Department of",Speech and Hearing Sciences,Health,Health,False
"Theater, Department of",,,,
"Theatre and Dance, School of",,,,
"Human Evolution and Social Change, School of",Anthropology,Anthropology,Social Sciences,False
"Human Evolution and Social Change, School of",Evolutionary Biology,Biological Sciences,Natural Sciences,True
"Neuroscience, Section of",Neuroscience,Biological Sciences,Natural Sciences,True
"Health and Wellness Design, Department of",Public Health,Health,Health,False
"Community Resources and Development, School of","Health, Physical Education, Recreation",Health,Health,False
"Community Resources and Development, School of",Human Development and Family Sciences,Health,Health,False
"Travel Industry Management, School of",,Business,Business,False
"Health and and Human Performance, Department of","Health, Physical Education, Recreation",Health,Health,False
"Physical Therapy, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Parks, Recreation and Tourism Management, Department of","Health, Physical Education, Recreation",Health,Health,False
"Visual and Performing Arts, Department of","Theatre Literature, History and Criticism","Language, Literature, Culture",Humanities,False
"Pharmacology and Neuroscience, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Pharmacology and Neuroscience, Department of",Pharmacology,Medical Sciences,Medicine,True
"Environmental Sciences and Engineering, Department of",Environmental Engineering,Engineering,Engineering,True
"Environmental Sciences and Engineering, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Art and Art History, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
"Visualization, Department of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Nursing, Division of",Nursing,Health,Health,False
"Linguistics and Germanic, Slavic, Asian and African Languages, Department of",Linguistics,Linguistics,Humanities,False
"Modern Languages, Department of",,"Language, Literature, Culture",Humanities,False
"Biology and Biochemistry, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Biology and Biochemistry, Department of",Biochemistry,Biological Sciences,Natural Sciences,True
"Exercise and Nutrition Sciences, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Exercise and Nutrition Sciences, Department of",Nutrition Sciences,Health,Health,False
"Medical and Molecular Genetics, Department of",,Medical Sciences,Medicine,True
"Labor Studies, Division of",,Business,Business,False
"Romance Languages and Literatures, Department of",,"Language, Literature, Culture",Humanities,False
"Business Law and Ethics, Department of",,Business,Business,False
"Strategic Management and Public Policy, Department of",Management,Business,Business,False
"Strategic Management and Public Policy, Department of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Insurance, Legal Studies, and Real Estate, Department of",,Business,Business,False
"Modern Languages, Department of",French Language and Literature,"Language, Literature, Culture",Humanities,False
"Plant Science, Department of",Plant Sciences,Agriculture,Natural Sciences,True
"Agronomy and Horticulture, Department of",Horticulture,Agriculture,Natural Sciences,True
"Agronomy and Horticulture, Department of",Agronomy,Agriculture,Natural Sciences,True
"Veterinary and Biomedical Sciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Biomedical Engineering, Department of",Agricultural Engineering,Engineering,Engineering,True
"Cellular and Molecular Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Biobehavioral Health, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Computer and Electrical Engineering and Computer Science, Department of",Computer Engineering,Computational Sciences,Mathematics and Computing,True
"Computer and Electrical Engineering and Computer Science, Department of",Electrical Engineering,Engineering,Engineering,True
"Computer and Electrical Engineering and Computer Science, Department of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Ecosystem Sciences and Management, Department of",Natural Resources,Earth Sciences,Natural Sciences,True
"Ecosystem Sciences and Management, Department of",Ecology,Biological Sciences,Natural Sciences,True
"Forest Resources, School of",Forestry and Forest Resources,Earth Sciences,Natural Sciences,True
"Natural Sciences, School of",Natural Resources,Earth Sciences,Natural Sciences,True
"Plant Pathology and Environmental Microbiology, Department of",Plant Pathology,Biological Sciences,Natural Sciences,True
